Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_60_361,VPWR,li1,171.8100,176.8000,1.800000
FILLER_60_349,VPWR,li1,168.8200,176.8000,1.800000
FILLER_60_337,VPWR,li1,163.3000,176.8000,1.800000
FILLER_60_333,VPWR,li1,159.3900,176.8000,1.800000
FILLER_60_321,VPWR,li1,155.9400,176.8000,1.799999
FILLER_60_309,VPWR,li1,150.4200,176.8000,1.799999
FILLER_60_305,VPWR,li1,146.5100,176.8000,1.799999
FILLER_60_293,VPWR,li1,143.0600,176.8000,1.799999
FILLER_60_281,VPWR,li1,137.5400,176.8000,1.799998
FILLER_60_277,VPWR,li1,133.6300,176.8000,1.799998
FILLER_60_265,VPWR,li1,130.1800,176.8000,1.799998
FILLER_60_253,VPWR,li1,124.6600,176.8000,1.799996
FILLER_60_251,VPWR,li1,121.2100,176.8000,1.799995
FILLER_60_243,VPWR,li1,119.1400,176.8000,1.799995
FILLER_60_231,VPWR,li1,114.5400,176.8000,1.799993
FILLER_60_225,VPWR,li1,109.4800,176.8000,1.799992
FILLER_60_216,VPWR,li1,105.8000,176.8000,1.799992
FILLER_60_210,VPWR,li1,102.8100,176.8000,1.799993
FILLER_60_202,VPWR,li1,100.2800,176.8000,1.799993
FILLER_60_197,VPWR,li1,96.6000,176.8000,1.799991
FILLER_60_189,VPWR,li1,93.1500,176.8000,1.799989
FILLER_60_181,VPWR,li1,89.7000,176.8000,1.799989
FILLER_60_174,VPWR,li1,86.4800,176.8000,1.799988
FILLER_60_169,VPWR,li1,83.7200,176.8000,1.799988
FILLER_60_161,VPWR,li1,80.2700,176.8000,1.799989
FILLER_60_153,VPWR,li1,76.8200,176.8000,1.799991
FILLER_60_146,VPWR,li1,73.6000,176.8000,1.799993
FILLER_60_141,VPWR,li1,70.8400,176.8000,1.799994
FILLER_60_139,VPWR,li1,69.6900,176.8000,1.799993
FILLER_60_133,VPWR,li1,68.0800,176.8000,1.799993
FILLER_60_126,VPWR,li1,64.1700,176.8000,1.799992
FILLER_60_118,VPWR,li1,61.6400,176.8000,1.799992
FILLER_60_113,VPWR,li1,57.9600,176.8000,1.799993
FILLER_60_110,VPWR,li1,56.5800,176.8000,1.799993
FILLER_60_98,VPWR,li1,53.3600,176.8000,1.799993
FILLER_60_93,VPWR,li1,48.5300,176.8000,1.799993
FILLER_60_85,VPWR,li1,46.4600,176.8000,1.799994
FILLER_60_82,VPWR,li1,43.7000,176.8000,1.799995
FILLER_60_70,VPWR,li1,40.4800,176.8000,1.799996
FILLER_60_65,VPWR,li1,35.6500,176.8000,1.799995
FILLER_60_57,VPWR,li1,33.5800,176.8000,1.799996
FILLER_60_53,VPWR,li1,30.5900,176.8000,1.799996
FILLER_60_41,VPWR,li1,27.1400,176.8000,1.799997
FILLER_60_29,VPWR,li1,21.6200,176.8000,1.799997
FILLER_60_27,VPWR,li1,18.1700,176.8000,1.799998
FILLER_60_15,VPWR,li1,15.1800,176.8000,1.799998
FILLER_60_3,VPWR,li1,9.6600,176.8000,1.799999
FILLER_59_361,VPWR,li1,171.8100,171.3600,1.799999
